# Games on the Super Game HDD that your server does not have, rated 80+.
# Rating is the one already in that drive's own gamelist.xml, not my opinion.
platform	game	rating	size_mb	source_folder	path_on_drive
ps2	NHL 2002 (USA)	90	529	ps2	./roms/USA/NHL 2002 (USA).chd
ps2	NHL 2003 (USA)	90	3248	ps2	./roms/USA/NHL 2003 (USA).chd
ps2	OutRun 2006 : Coast 2 Coast (USA)	90	851	ps2	./roms/USA/OutRun 2006 - Coast 2 Coast (USA).chd
ps2	Pitfall : The Lost Expedition (USA)	90	666	ps2	./roms/USA/Pitfall - The Lost Expedition (USA).chd
ps2	Prince of Persia : The Two Thrones (USA)	90	1588	ps2	./roms/USA/Prince of Persia - The Two Thrones (USA).chd
ps2	Psychonauts (USA)	90	2097	ps2	./roms/USA/Psychonauts (USA).chd
ps2	Rayman 3 : Hoodlum Havoc (USA)	90	2310	ps2	./roms/USA/Rayman 3 - Hoodlum Havoc (USA).chd
ps2	Silent Hill 2 (USA)	90	2374	ps2	./roms/USA/Silent Hill 2 (USA).chd
ps2	Silent Hill 3 (USA)	90	2194	ps2	./roms/USA/Silent Hill 3 (USA).chd
ps2	Soulcalibur II (USA)	90	751	ps2	./roms/USA/Soulcalibur II (USA).chd
ps2	SSX 3 (USA)	90	2093	ps2	./roms/USA/SSX 3 (USA).chd
ps2	Star Wars : Battlefront II (USA)	90	2125	ps2	./roms/USA/Star Wars - Battlefront II (USA).chd
ps2	Super Monkey Ball Deluxe (USA)	90	1710	ps2	./roms/USA/Super Monkey Ball Deluxe (USA).chd
ps2	Test Drive : Eve of Destruction (USA)	90	1514	ps2	./roms/USA/Test Drive - Eve of Destruction (USA).chd
ps2	Tiger Woods PGA Tour 07 (USA)	90	2395	ps2	./roms/USA/Tiger Woods PGA Tour 07 (USA).chd
ps2	Tiger Woods PGA Tour 2003 (USA)	90	1723	ps2	./roms/USA/Tiger Woods PGA Tour 2003 (USA).chd
ps2	TimeSplitters 2 (USA)	90	1124	ps2	./roms/USA/TimeSplitters 2 (USA).chd
ps2	Tom Clancy's Ghost Recon (USA)	90	1425	ps2	./roms/USA/Tom Clancy's Ghost Recon (USA).chd
ps2	Tom Clancy's Splinter Cell : Chaos Theory (USA)	90	3397	ps2	./roms/USA/Tom Clancy's Splinter Cell - Chaos Theory (USA).chd
ps2	Tony Hawk's Underground 2 (USA)	90	2511	ps2	./roms/USA/Tony Hawk's Underground 2 (USA).chd
ps2	World Soccer : Winning Eleven 8 International (USA)	90	1797	ps2	./roms/USA/World Soccer Winning Eleven 8 International (USA).chd
ps2	XIII (USA)	90	1887	ps2	./roms/USA/XIII (USA).chd
ps3	Call of Duty 4 : Modern Warfare	90	0	ps3	./roms/Call of Duty 4 Modern Warfare.ps3
ps3	Putty Squad	90	0	ps3	./roms/Putty Squad.ps3
ps3	Rayman Origins	90	0	ps3	./roms/Rayman Origins.ps3
ps3	Uncharted 3: Drake's Deception	90	0	ps3	./roms/Uncharted 3 - Drake's Deception.ps3
psp	The Legend of Heroes : Trails in the Sky (USA)	90	1240	psp	./roms/Legend of Heroes, The - Trails in the Sky (USA).cso
psp	Madden NFL 09 (USA)	90	671	psp	./roms/Madden NFL 09 (USA).cso
psp	100-Man Ton no Barabara (USA)	90	281	psp	./roms/Patchwork Heroes (USA).cso
psp	Power Stone Collection (USA)	90	321	psp	./roms/Power Stone Collection (USA).cso
psp	Shin Megami Tensei : Persona 3 Portable (USA)	90	1124	psp	./roms/Shin Megami Tensei - Persona 3 Portable (USA).cso
psp	Blitz : Overtime (USA)	90	668	psp	./roms/Blitz - Overtime (USA).cso
psp	CID The Dummy (USA)	90	344	psp	./roms/CID The Dummy (USA).cso
psp	Cover Girl (Europe)	90	238	psp	./roms/Cover Girl (Europe).cso
psp	Disgaea : Afternoon of Darkness (USA)	90	470	psp	./roms/Disgaea - Afternoon of Darkness (USA).cso
psp	Dissidia : Final Fantasy (USA)	90	1380	psp	./roms/Dissidia - Final Fantasy (USA).cso
psp	DJ Max Portable 3 (USA)	90	1618	psp	./roms/DJ Max Portable 3 (USA).cso
psp	Fate-Tiger Colosseum (JAP)	90	413	psp	./roms/Fate Tiger Colosseum (JAP).cso
psp	Go! Sudoku (USA)	90	255	psp	./roms/Go! Sudoku (USA).cso
psp	Guilty Gear XX Accent Core Plus (USA)	90	660	psp	./roms/Guilty Gear XX Accent Core Plus (USA).cso
psp	Jellycar 2 (USA)	90	23	psp	./roms/JellyCar 2 (USA).cso
psp	Lumines II (USA)	90	1059	psp	./roms/Lumines II (USA).cso
psp	MLB (USA)	90	698	psp	./roms/MLB (USA).cso
psp	Mortal Kombat : Unchained (USA)	90	1135	psp	./roms/Mortal Kombat - Unchained (USA).cso
psp	NBA Live 06 (USA)	90	503	psp	./roms/NBA Live 06 (USA).cso
psp	NBA Live 07 (USA)	90	867	psp	./roms/NBA Live 07 (USA).cso
psp	NFL Street 3 (USA)	90	224	psp	./roms/NFL Street 3 (USA).cso
psp	Pac-man Championship Edition (USA)	90	21	psp	./roms/Pac-Man Championship Edition (USA).cso
psp	Tiger Woods PGA Tour 10 (USA)	90	993	psp	./roms/Tiger Woods PGA Tour 10 (USA).cso
psp	Tony Hawk's Underground 2 Remix (USA)	90	951	psp	./roms/Tony Hawk's Underground 2 Remix (USA).cso
psp	Warriors Orochi 2 (USA)	90	1454	psp	./roms/Warriors Orochi 2 (USA).cso
psp	Yuusha no Kuse ni Namaikida (USA)	90	39	psp	./roms/What Did I Do to Deserve This, My Lord! (USA).cso
psp	Wild Arms XF (USA)	90	1126	psp	./roms/Wild Arms XF (USA).cso
psp	WWE SmackDown! vs. RAW 2006 (USA)	90	1451	psp	./roms/WWE SmackDown! vs. RAW 2006 (USA).cso
psp	Yu-Gi-Oh! GX : Tag Force 2 (USA)	90	1644	psp	./roms/Yu-Gi-Oh! GX - Tag Force 2 (USA).cso
psp	Z.H.P. : Unlosing Ranger vs. Darkdeath Evilman (USA)	90	661	psp	./roms/Z.H.P. - Unlosing Ranger vs. Darkdeath Evilman (USA).cso
pspminis	Space Shooter For Two Bucks!, A (USA)	90	53	pspminis	./roms/A Space Shooter For 2 Bucks! (USA).cso
pspminis	Flying Hamster (USA)	90	47	pspminis	./roms/Flying Hamster, The (USA).cso
pspminis	The Impossible Game (Europe)	90	11	pspminis	./roms/Impossible Game, The (Europe).cso
pspminis	Jellycar 2 (USA)	90	23	pspminis	./roms/Jelly Car 2 (USA).cso
pspminis	Let's Golf! (USA)	90	52	pspminis	./roms/Let's Golf! (USA).cso
pspminis	Pac-man Championship Edition (USA)	90	23	pspminis	./roms/PAC-MAN Championship Edition (USA).cso
pspminis	Shapo (USA)	90	8	pspminis	./roms/Shapo (USA).cso
pspminis	Stand O'food (USA)	90	11	pspminis	./roms/Stand O'food (USA).cso
pspminis	Urbanix (USA)	90	17	pspminis	./roms/Urbanix (USA).cso
psx	The Amazing Virtual Sea-Monkeys (USA)	90	165	psx	./roms/Amazing Virtual Sea-Monkeys, The (USA).chd
psx	Blood Omen : Legacy of Kain (USA)	90	473	psx	./roms/Blood Omen - Legacy of Kain (USA).chd
psx	Bloody Roar II (USA)	90	325	psx	./roms/Bloody Roar II (USA).chd
psx	Broken Sword II : The Smoking Mirror (USA)	90	434	psx	./roms/Broken Sword II - The Smoking Mirror (USA).chd
psx	Capcom vs. SNK Pro (USA)	90	342	psx	./roms/Capcom vs. SNK Pro (USA).chd
psx	Casper (USA)	90	145	psx	./roms/Casper (USA).chd
psx	Colony Wars : Vengeance (USA)	90	363	psx	./roms/Colony Wars - Vengeance (USA).chd
psx	Crisis Beat (Europe)	90	365	psx	./roms/Crisis Beat (Europe).chd
psx	Dancing Stage : Euromix (Europe)	90	178	psx	./roms/Dancing Stage - Euromix (Europe).chd
psx	Descent MAXIMUM (USA)	90	302	psx	./roms/Descent Maximum (USA).chd
psx	Diver's Dream (Europe)	90	353	psx	./roms/Diver's Dream (Europe).chd
psx	Einhander (USA)	90	331	psx	./roms/Einhander (USA).chd
psx	Elemental Gearbolt (USA)	90	361	psx	./roms/Elemental Gearbolt (USA).chd
psx	Final Fantasy Anthology : Final Fantasy VI (USA)	90	138	psx	./roms/Final Fantasy Anthology - Final Fantasy VI (USA).chd
psx	Final Fantasy VI (Europe, Australia)	90	138	psx	./roms/Final Fantasy VI (Europe, Australia).chd
psx	Fisherman's Bait : A Bass Challenge (USA)	90	26	psx	./roms/Fisherman's Bait - A Bass Challenge (USA).chd
psx	Fluid (Europe)	90	161	psx	./roms/Fluid (Europe).chd
psx	Formula 1 (USA)	90	376	psx	./roms/Formula 1 (USA).chd
psx	Gex : Enter the Gecko (USA)	90	162	psx	./roms/Gex - Enter the Gecko (USA).chd
psx	Goal Storm '97 (USA)	90	182	psx	./roms/Goal Storm '97 (USA).chd
psx	Grind Session (USA)	90	318	psx	./roms/Grind Session (USA).chd
psx	Gubble (USA)	90	397	psx	./roms/Gubble (USA).chd
psx	Hot Shots Golf 2 (USA)	90	148	psx	./roms/Hot Shots Golf 2 (USA).chd
psx	International Superstar Soccer Pro '98 (USA)	90	276	psx	./roms/International Superstar Soccer Pro '98 (USA).chd
psx	Kingsley's Adventure (USA)	90	326	psx	./roms/Kingsley's Adventure (USA).chd
psx	LEGO Rock Raiders (USA)	90	407	psx	./roms/LEGO Rock Raiders (USA).chd
psx	Marvel Super Heroes vs. Street Fighter (USA)	90	304	psx	./roms/Marvel Super Heroes vs. Street Fighter (USA).chd
psx	MediEvil II (USA)	90	272	psx	./roms/MediEvil II (USA).chd
psx	Micro Machines V3 (USA)	90	224	psx	./roms/Micro Machines V3 (USA).chd
psx	MLB 2000 (USA)	90	301	psx	./roms/MLB 2000 (USA).chd
psx	Motocross Mania (USA)	90	278	psx	./roms/Motocross Mania (USA).chd
psx	Motor Toon Grand Prix (USA)	90	263	psx	./roms/Motor Toon Grand Prix (USA).chd
psx	NBA Hoopz (USA)	90	113	psx	./roms/NBA Hoopz (USA).chd
psx	Necronomicon : The Dawning of Darkness (Europe) (Disc 2)	90	604	psx	./roms/Necronomicon - The Dawning of Darkness (Europe) (Disc 2).chd
psx	Persona 2 : Eternal Punishment (USA)	90	431	psx	./roms/Persona 2 - Eternal Punishment (USA).chd
psx	Point Blank 2 (USA)	90	236	psx	./roms/Point Blank 2 (USA).chd
psx	Point Blank 3 (USA)	90	74	psx	./roms/Point Blank 3 (USA).chd
psx	Red Asphalt (USA)	90	469	psx	./roms/Red Asphalt (USA).chd
psx	Rescue Shot (Europe)	90	453	psx	./roms/Rescue Shot (Europe).chd
psx	Resident Evil : Director's Cut (USA)	90	331	psx	./roms/Resident Evil - Director's Cut (USA).chd
psx	Resident Evil 2 (USA) (Disc 2)	90	459	psx	./roms/Resident Evil 2 - Dual Shock Edition (USA) (Disc 2).chd
psx	Rogue Trip : Vacation 2012 (USA)	90	516	psx	./roms/Rogue Trip - Vacation 2012 (USA).chd
psx	Super Robot Taisen Alpha Gaiden (Japan) (Translated En)	90	420	psx	./roms/Super Robot Wars Alpha Gaiden (Japan) (Translated En).chd
psx	Team Buddies (USA)	90	266	psx	./roms/Team Buddies (USA).chd
psx	Test Drive Off-Road 3 (USA)	90	201	psx	./roms/Test Drive Off-Road 3 (USA).chd
psx	Tiger Woods PGA Tour Golf (USA)	90	154	psx	./roms/Tiger Woods PGA Tour Golf (USA).chd
psx	Time Commando (USA)	90	383	psx	./roms/Time Commando (USA).chd
psx	Tomb Raider (USA)	90	343	psx	./roms/Tomb Raider (USA).chd
psx	Tony Hawk's Pro Skater (USA)	90	344	psx	./roms/Tony Hawk's Pro Skater (USA).chd
psx	Um Jammer Lammy (USA)	90	518	psx	./roms/Um Jammer Lammy (USA).chd
psx	Vegas Games 2000 (USA)	90	165	psx	./roms/Vegas Games 2000 (USA).chd
psx	Wipeout 3 - Special Edition (Europe)	90	439	psx	./roms/WipEout 3 - Special Edition (Europe).chd
psx	World Championship Snooker (Europe)	90	177	psx	./roms/World Championship Snooker (Europe).chd
psx	World Cup 98 (USA)	90	491	psx	./roms/World Cup 98 (USA).chd
psx	WWF SmackDown! 2 : Know Your Role (USA)	90	507	psx	./roms/WWF SmackDown! 2 - Know Your Role (USA).chd
psx	WWF WrestleMania : The Arcade Game (USA)	90	42	psx	./roms/WWF WrestleMania - The Arcade Game (USA).chd
psx	Activision Classics (USA)	90	51	psx	./roms/Activision Classics (USA).chd
psx	Alundra (USA)	90	305	psx	./roms/Alundra (USA).chd
saturn	The Lost World : Jurassic Park (USA)	90	307	saturn	./roms/Lost World, The - Jurassic Park (USA).chd
saturn	Mortal Kombat Trilogy (USA)	90	277	saturn	./roms/Mortal Kombat Trilogy (USA).chd
saturn	Night Warriors : Darkstalkers' Revenge (USA)	90	364	saturn	./roms/Night Warriors - Darkstalkers' Revenge (USA).chd
saturn	Parodius (Europe)	90	409	saturn	./roms/Parodius (Europe).chd
saturn	Quake (USA)	90	291	saturn	./roms/Quake (USA).chd
saturn	Shining Wisdom (USA)	90	38	saturn	./roms/Shining Wisdom (USA).chd
saturn	Super Puzzle Fighter II Turbo (USA)	90	336	saturn	./roms/Super Puzzle Fighter II Turbo (USA).chd
saturn	Swagman (Europe)	90	243	saturn	./roms/Swagman (Europe).chd
saturn	Tetris Plus (USA)	90	352	saturn	./roms/Tetris Plus (USA).chd
saturn	Tomb Raider (USA)	90	257	saturn	./roms/Tomb Raider (USA).chd
saturn	Virtua Cop (USA)	90	317	saturn	./roms/Virtua Cop (USA).chd
saturn	Virtua Fighter Remix (USA)	90	388	saturn	./roms/Virtua Fighter Remix (USA).chd
saturn	Christmas NiGHTS into Dreams... (USA)	90	433	saturn	./roms/Christmas NiGHTS (USA).chd
saturn	Iron Storm (USA)	90	244	saturn	./roms/Iron Storm (USA).chd
saturn	Mystaria: The Realms of Lore, (USA)	90	97	saturn	./roms/Blazing Heroes (USA).chd
saturn	Astal (USA)	90	455	saturn	./roms/Astal (USA).chd
segacd	Chuck Rock (USA)	90	282	segacd	./roms/Chuck Rock (USA).chd
segacd	Dark Wizard (USA)	90	316	segacd	./roms/Dark Wizard (USA).chd
segacd	Earthworm Jim : Special Edition (USA)	90	338	segacd	./roms/Earthworm Jim - Special Edition (USA).chd
segacd	Fatal Fury Special (USA)	90	451	segacd	./roms/Fatal Fury Special (USA).chd
segacd	Lunar : Eternal Blue (USA)	90	329	segacd	./roms/Lunar - Eternal Blue (USA).chd
segacd	NHL '94 (USA)	90	425	segacd	./roms/NHL '94 (USA).chd
sfc	Dragon Quest V : Tenkuu no Hanayome (Japan) (Translated En)	90	2	sfc	./roms/Dragon Quest V - Tenkuu no Hanayome (Japan) (Translated En).7z
sfc	Dragon Quest VI : Maboroshi no Daichi (Japan) (Translated En)	90	4	sfc	./roms/Dragon Quest VI - Maboroshi no Daichi (Japan) (Translated En).7z
sfc	Jikkyou Oshaberi Parodius (Japan)	90	3	sfc	./roms/Jikkyou Oshaberi Parodius (Japan).7z
sfc	Madou Monogatari : Hanamaru Daiyouchienji (Japan) (Translated En)	90	1	sfc	./roms/Madou Monogatari - Hanamaru Daiyouchienji (Japan) (Translated En).7z
sfc	Mario no Super Picross (Japan)	90	0	sfc	./roms/Mario no Super Picross (Japan).7z
sfc	Nintama Rantarou (Japan)	90	1	sfc	./roms/Nintama Rantarou (Japan).7z
sfc	Nintama Rantarou 2 (Japan)	90	1	sfc	./roms/Nintama Rantarou 2 (Japan).7z
sfc	Picross NP Vol. 3 (Japan)	90	2	sfc	./roms/Picross NP Vol. 3 (Japan).7z
sfc	Rudra no Hihou (Japan) (Translated En)	90	2	sfc	./roms/Rudra no Hihou (Japan) (Translated En).7z
sfc	Rushing Beat Shura (Japan)	90	1	sfc	./roms/Rushing Beat Shura (Japan).zip
sfc	Super Loopz (Japan)	90	0	sfc	./roms/Super Loopz (Japan).7z
sfc	Tales of Phantasia (Japan) (Translated En)	90	7	sfc	./roms/Tales of Phantasia (Japan) (Translated En).7z
sfc	Torneko no Daibouken : Fushigi no Dungeon (Japan) (Translated En)	90	1	sfc	./roms/Torneko no Daibouken - Fushigi no Dungeon (Japan) (Translated En).7z
sfc	Bahamut Lagoon (Japan) (Translated En)	90	3	sfc	./roms/Bahamut Lagoon (Japan) (Translated En).7z
sfc	Battle Zeque Den (Japan)	90	1	sfc	./roms/Battle Zeque Den (Japan).7z
sfc	Bishoujo Senshi Sailor Moon S : Jougai Rantou! Shuyaku Soudatsusen (Japan)	90	1	sfc	./roms/Bishoujo Senshi Sailor Moon S - Jougai Rantou! Shuyaku Soudatsusen (Japan).7z
sg1000	Bank Panic (Japan)	90	0	sg1000	./roms/Bank Panic (Japan).7z
snes	Donkey Kong Country 3 : Dixie Kong's Double Trouble! (USA)	90	3	snes	./roms/USA/Donkey Kong Country 3 - Dixie Kong's Double Trouble! (USA).zip
snes	F1 Pole Position 2 (Europe)	90	1	snes	./roms/USA/F1 Pole Position 2 (Europe).zip
snes	Illusion of Time (Europe)	90	2	snes	./roms/Europe/Illusion of Time (Europe).zip
snes	Madden NFL 95 (USA)	90	1	snes	./roms/USA/Madden NFL 95 (USA).zip
snes	NBA Jam : Tournament Edition (USA)	90	2	snes	./roms/USA/NBA Jam - Tournament Edition (USA).zip
snes	NHL Hockey '94 (Europe)	90	1	snes	./roms/Europe/NHL Hockey '94 (Europe).zip
snes	Nigel Mansell's World Championship Racing (USA)	90	1	snes	./roms/USA/Nigel Mansell's World Championship Racing (USA).zip
snes	Operation Logic Bomb : The Ultimate Search & Destroy (USA)	90	1	snes	./roms/USA/Operation Logic Bomb (USA).zip
snes	Phalanx (USA)	90	1	snes	./roms/USA/Phalanx - The Enforce Fighter A-144 (USA).zip
snes	R-Type III (USA)	90	1	snes	./roms/USA/R-Type III - The Third Lightning (USA).zip
snes	Super Smash T.V. (USA)	90	0	snes	./roms/USA/Super Smash T.V. (USA).zip
snes	Super SWIV (Europe)	90	0	snes	./roms/Europe/Super SWIV (Europe).zip
snes	Tiny Toon Adventures : Wild & Wacky Sports (Europe)	90	1	snes	./roms/Europe/Tiny Toon Adventures - Wild & Wacky Sports (Europe).zip
snes	Animaniacs (USA)	90	1	snes	./roms/USA/Animaniacs (USA).zip
snes	Dragon Quest V : Tenkuu no Hanayome (Japan)	90	1	snes	./roms/Japan/Dragon Quest V - Tenkuu no Hanayome (Japan).zip
snes	Jikkyou Oshaberi Parodius (Japan)	90	3	snes	./roms/USA/Jikkyou Oshaberi Parodius (Japan).7z
snes	Madou Monogatari : Hanamaru Daiyouchienji (Japan)	90	1	snes	./roms/Japan/Madou Monogatari - Hanamaru Daiyouchienji (Japan).zip
snes	Mario no Super Picross (Japan)	90	0	snes	./roms/Japan/Mario no Super Picross (Japan).zip
snes	Nintama Rantarou (Japan)	90	1	snes	./roms/Japan/Nintama Rantarou (Japan).zip
snes	Nintama Rantarou 2 (Japan)	90	1	snes	./roms/Japan/Nintama Rantarou 2 (Japan).zip
snes	Oekaki Logic 2 (Japan) (NP)	90	0	snes	./roms/Japan/Oekaki Logic 2 (Japan) (NP).zip
snes	Picross NP Vol. 3 (Japan) (Rev 1) (NP)	90	1	snes	./roms/Japan/Picross NP Vol. 3 (Japan) (Rev 1) (NP).zip
snes	Rudra no Hihou (Japan)	90	2	snes	./roms/Japan/Rudra no Hihou (Japan).zip
snes	Rushing Beat Shura (Japan)	90	1	snes	./roms/Japan/Rushing Beat Shura (Japan).zip
snes	Super Fire Pro Wrestling X Premium (Japan)	90	2	snes	./roms/Japan/Super Fire Pro Wrestling X Premium (Japan).zip
snes	Super Loopz (Japan)	90	0	snes	./roms/Japan/Super Loopz (Japan).zip
snes	Tales of Phantasia (Japan)	90	5	snes	./roms/Japan/Tales of Phantasia (Japan).zip
snes	Toride (Japan)	90	1	snes	./roms/Japan/Toride (Japan).zip
snes	Torneko no Daibouken : Fushigi no Dungeon (Japan)	90	1	snes	./roms/Japan/Torneko no Daibouken - Fushigi no Dungeon (Japan).zip
snes	World Class Rugby 2 : Kokunai Gekitou Hen '93 (Japan)	90	1	snes	./roms/Japan/World Class Rugby 2 - Kokunai Gekitou Hen '93 (Japan).zip
snes	Super Baseball 2020 (USA)	90	1	snes	./roms/USA/2020 Super Baseball (USA).zip
snes	Extra Innings (USA)	90	1	snes	./roms/USA/Extra Innings (USA).zip
snes	Ganbare Goemon 2 : Kiteretsu Shougun Magginesu (Japan)	90	2	snes	./roms/Japan/Ganbare Goemon 2 - Kiteretsu Shougun Magginesu (Japan).zip
snes	NBA Showdown (USA)	90	1	snes	./roms/USA/NBA Showdown (USA).zip
snes	NHL '94 (USA)	90	1	snes	./roms/USA/NHL '94 (USA).zip
snes	Super Mario RPG : Legend of the Seven Stars (USA)	90	3	snes	./roms/USA/Super Mario RPG - Legend of the Seven Stars (USA).zip
snes	Tiny Toon Adventures : Wacky Sports Challenge (USA)	90	1	snes	./roms/USA/Tiny Toon Adventures - Wacky Sports Challenge (USA).zip
snes	Flashback (Europe)	90	1	snes	./roms/Europe/Flashback (Europe).zip
snes	2020 Super Baseball (Japan)	90	1	snes	./roms/Japan/2020 Super Baseball (Japan).zip
snes	Bahamut Lagoon (Japan) (Translated En)	90	2	snes	./roms/USA/Bahamut Lagoon (Japan) (Translated En).7z
snes	Bishoujo Senshi Sailor Moon S : Jougai Rantou! Shuyaku Soudatsusen (Japan)	90	2	snes	./roms/Japan/Bishoujo Senshi Sailor Moon S - Jougai Rantou! Shuyaku Soudatsusen (Japan).zip
snes	Dragon Quest VI : Maboroshi no Daichi (Japan)	90	3	snes	./roms/Japan/Dragon Quest VI - Maboroshi no Daichi (Japan).zip
snes	Battle Zeque Den (Japan)	90	1	snes	./roms/Japan/Battle Zeque Den (Japan).zip
snes-msu	Flashback : The Quest for Identity (USA) (MSU1)	90	138	snes-msu	./roms/Flashback (USA) (MSU1).zip
snes-msu	Jikkyou Oshaberi Parodius (Japan) (MSU1)	90	252	snes-msu	./roms/Jikkyou Oshaberi Parodius (Japan) (MSU1).zip
snes-msu	NBA Jam - Tournament Edition (USA) (MSU1)	90	121	snes-msu	./roms/NBA Jam - Tournament Edition (USA) (MSU1).zip
snes-msu	R-Type III (USA) (MSU1)	90	280	snes-msu	./roms/R-Type III (USA) (MSU1).zip
snes-msu	Super Mario RPG : Legend of the Seven Stars (USA) (MSU1)	90	981	snes-msu	./roms/Super Mario RPG - Legend of the Seven Stars (USA) (MSU1).zip
snes-msu	Super Smash T.V. (USA) (MSU1)	90	138	snes-msu	./roms/Super Smash T.V. (USA) (MSU1).zip
snes-msu	Tetris & Dr. Mario (USA) (MSU1)	90	247	snes-msu	./roms/Tetris Dr. Mario (USA) (MSU1).zip
snes-msu	Hagane : The Final Conflict (USA) (MSU1)	90	321	snes-msu	./roms/Hagane - The Final Conflict (USA) (MSU1).zip
snes-msu	Illusion of Gaia (USA) (MSU1)	90	673	snes-msu	./roms/Illusion of Gaia (USA) (MSU1).zip
switch	Animal Crossing : New Horizons	90	7253	switch	./roms/Animal Crossing - New Horizons (World).xci
switch	Bayonetta 2	90	13710	switch	./roms/Bayonetta 2 (World).xci
switch	Celeste	90	1643	switch	./roms/Celeste.xci
switch	Collection of Mana	90	360	switch	./roms/COLLECTION of MANA.xci
switch	Dead Cells	90	2559	switch	./roms/Dead Cells.xci
switch	Fire Emblem: Three Houses	90	13518	switch	./roms/Fire Emblem Three Houses.xci
switch	Hades	90	6005	switch	./roms/Hades.xci
switch	Hollow Knight	90	5675	switch	./roms/Hollow Knight.xci
switch	Mario Kart 8 Deluxe	90	8547	switch	./roms/Mario Kart 8 Deluxe.xci
switch	Owlboy	90	634	switch	./roms/Owlboy (World).xci
switch	Pikmin 4	90	11119	switch	./roms/Pikmin 4.xci
switch	Rayman Legends: Definitive Edition	90	3529	switch	./roms/Rayman Legends - Definitive Edition (World).xci
switch	SteamWorld Dig 2	90	280	switch	./roms/SteamWorld Dig 2.xci
switch	Super Mario 3D World + Bowser's Fury	90	3177	switch	./roms/Super Mario 3D World + Bowser's Fury.xci
switch	Super Mario Bros. Wonder	90	3769	switch	./roms/Super Mario Bros. Wonder.xci
switch	Super Smash Bros. Ultimate	90	15972	switch	./roms/Super Smash Bros Ultimate.xci
vectrex	3D Crazy Coaster (USA)	90	0	vectrex	./roms/3D Crazy Coaster (USA).zip
virtualboy	Virtual Boy Wario Land (Japan, USA)	90	1	virtualboy	./roms/Virtual Boy Wario Land (Japan, USA).zip
wii	Avatar: The Last Airbender - Into The Inferno (USA)	90	1481	wii	./roms/Avatar - The Last Airbender - Into the Inferno (USA).wbfs
wii	Boom Blox (USA)	90	1405	wii	./roms/Boom Blox (USA).wbfs
wii	A Boy and His Blob (USA)	90	1160	wii	./roms/Boy and His Blob, A (USA).wbfs
wii	Donkey Kong Country Returns (USA)	90	3586	wii	./roms/Donkey Kong Country Returns (USA).wbfs
wii	The Godfather: Blackhand Edition (USA)	90	3280	wii	./roms/Godfather, The - Blackhand Edition (USA).wbfs
wii	Marble Saga: Kororinpa (USA)	90	988	wii	./roms/Marble Saga - Kororinpa (USA).wbfs
wii	Marvel Ultimate Alliance (USA)	90	4419	wii	./roms/Marvel - Ultimate Alliance (USA).wbfs
wii	Metal Slug Anthology (USA)	90	1648	wii	./roms/Metal Slug Anthology (USA).wbfs
wii	Metroid Prime 3: Corruption (USA)	90	4425	wii	./roms/Metroid Prime 3 - Corruption (USA).wbfs
wii	Monster Hunter 3 (USA)	90	3035	wii	./roms/Monster Hunter Tri (USA).wbfs
wii	Rayman Origins (USA)	90	3695	wii	./roms/Rayman Origins (USA).wbfs
wii	Reel Fishing : Angler's Dream (USA)	90	377	wii	./roms/Reel Fishing - Angler's Dream (USA).wbfs
wii	Rhythm Heaven Fever (USA)	90	463	wii	./roms/Rhythm Heaven Fever (USA).wbfs
wii	Rune Factory Frontier (USA)	90	2563	wii	./roms/Rune Factory - Frontier (USA).wbfs
wii	Wii Fit Plus (USA)	90	1296	wii	./roms/Wii Fit Plus (USA).wbfs
wii	Zack & Wiki: Quest for Barbaros Treasure (USA)	90	2091	wii	./roms/Zack & Wiki - Quest for Barbaros' Treasure (USA).wbfs
wii	Harvest Moon: Animal Parade (USA)	90	2246	wii	./roms/Harvest Moon - Animal Parade (USA).wbfs
wiiu	Bayonetta	90	11168	wiiu	./roms/BAYONETTA (US).wua
wiiu	Minecraft  - Wii U Edition	90	437	wiiu	./roms/Minecraft Wii U Edition (US).wua
wiiu	Rayman Legends	90	6697	wiiu	./roms/Rayman Legends (US).wua
wiiu	Shovel Knight	90	137	wiiu	./roms/Shovel Knight (US).wua
wiiu	Super Mario 3d World	90	1484	wiiu	./roms/SUPER MARIO 3D WORLD (US).wua
wiiu	Super Mario Maker	90	764	wiiu	./roms/Super Mario Maker (US).wua
wiiu	Super Smash Bros. For Wii U	90	12033	wiiu	./roms/Super Smash Bros. (US).wua
wiiu	The Book of Unwritten Tales 2	90	5187	wiiu	./roms/The Book of Unwritten Tales 2 (US).wua
wiiu	Wonderful 101, The	90	9221	wiiu	./roms/The Wonderful 101 (US).wua
wiiu	Unepic	90	225	wiiu	./roms/Unepic (EU).wua
wiiware	And Yet It Moves (USA)	90	41	wiiware	./roms/And Yet It Moves (USA).wad
wiiware	Bubble Bobble Plus! (USA)	90	40	wiiware	./roms/Bubble Bobble Plus! (USA).wad
wiiware	Driift Mania (USA)	90	34	wiiware	./roms/Driift Mania (USA).wad
wiiware	Excitebike : World Rally (USA) (v512)	90	30	wiiware	./roms/Excitebike - World Rally (USA) (v512).wad
wiiware	Helix (USA)	90	41	wiiware	./roms/Helix (USA).wad
wiiware	Jungle Speed (USA)	90	41	wiiware	./roms/Jungle Speed (USA).wad
wiiware	Learning with the PooYoos: Episode 2 (USA)	90	39	wiiware	./roms/Learning with The PooYoos - Episode 3 (USA).wad
