# Games on the Super Game HDD that your server does not have, rated 80+.
# Rating is the one already in that drive's own gamelist.xml, not my opinion.
platform	game	rating	size_mb	source_folder	path_on_drive
saturn	Sega Worldwide Soccer '98 (USA)	80	256	saturn	./roms/Sega Worldwide Soccer '98 (USA).chd
saturn	Shellshock (USA)	80	314	saturn	./roms/Shellshock (USA).chd
saturn	Shining Force III (USA)	80	139	saturn	./roms/Shining Force III (USA).chd
saturn	Shining the Holy Ark (USA)	80	156	saturn	./roms/Shining the Holy Ark (USA).chd
saturn	Street Fighter Alpha : Warriors' Dreams (USA)	80	380	saturn	./roms/Street Fighter Alpha - Warrior's Dreams (USA).chd
saturn	Thunder Force V (Japan)	80	381	saturn	./roms/Thunder Force V (Japan).chd
saturn	True Pinball (USA)	80	390	saturn	./roms/True Pinball (USA).chd
saturn	Virtua Fighter 2 (USA)	80	410	saturn	./roms/Virtua Fighter 2 (USA).chd
saturn	Winter Heat (USA)	80	259	saturn	./roms/Winter Heat (USA).chd
saturn	Worldwide Soccer : Sega International Victory Goal Edition (USA)	80	315	saturn	./roms/Worldwide Soccer - Sega International Victory Goal Edition (USA).chd
saturn	Worms (USA)	80	237	saturn	./roms/Worms (USA).chd
saturn	Alien Trilogy (USA)	80	256	saturn	./roms/Alien Trilogy (USA).chd
saturn	Bubble Bobble also featuring Rainbow Islands (USA)	80	34	saturn	./roms/Bubble Bobble - Also featuring Rainbow Islands (USA).chd
saturn	Bug! (USA)	80	122	saturn	./roms/Bug! (USA).chd
saturn	Burning Rangers (USA)	80	274	saturn	./roms/Burning Rangers (USA).chd
saturn	Bust-A-Move 2 : Arcade Edition (USA)	80	212	saturn	./roms/Bust-A-Move 2 - Arcade Edition (USA).chd
saturn	Bust-A-Move 3 (USA)	80	191	saturn	./roms/Bust-A-Move 3 (USA).chd
saturn	Center Ring Boxing (USA)	80	98	saturn	./roms/Center Ring Boxing (USA).chd
saturn	Clockwork Knight 2 : Pepperouchau's Adventure (USA)	80	310	saturn	./roms/Clockwork Knight 2 (USA).chd
saturn	Command & Conquer (USA) (Disc 2)	80	437	saturn	./roms/Command & Conquer (USA) (Disc 2).chd
saturn	Courier Crisis (USA)	80	176	saturn	./roms/Courier Crisis (USA).chd
saturn	Dragon Ball Z: The Legend (Europe)	80	235	saturn	./roms/Dragon Ball Z - The Legend (Europe).chd
saturn	Krazy Ivan (Europe)	80	336	saturn	./roms/Krazy Ivan (Europe).chd
saturn	Daytona USA (USA)	80	342	saturn	./roms/Daytona USA - CCE Netlink Edition (USA).chd
saturn	Earthworm Jim 2 (USA)	80	202	saturn	./roms/Earthworm Jim 2 (USA).chd
saturn	F1 Challenge (USA)	80	273	saturn	./roms/F1 Challenge (USA).chd
saturn	Gun Griffon (USA)	80	294	saturn	./roms/Gungriffon (USA).chd
scummvm	The Dig	80	0	scummvm	./roms/dig/dig.scummvm
scummvm	Dráscula: The Vampire Strikes Back	80	0	scummvm	./roms/drascula/drascula.scummvm
scummvm	Fascination	80	0	scummvm	./roms/fascination/fascination.scummvm
scummvm	Full Throttle	80	0	scummvm	./roms/ft/Full Throttle (Version A English).scummvm
scummvm	Mixed-Up Mother Goose	80	0	scummvm	./roms/mixedup/mixedup.scummvm
scummvm	Quest for Glory I : So You Want To Be A Hero (Hero's Quest)	80	0	scummvm	./roms/qfg1/qfg1.scummvm
sega32x	The Amazing Spider-Man : Web of Fire (USA)	80	2	sega32x	./roms/Amazing Spider-Man, The - Web of Fire (USA).zip
sega32x	Kolibri (USA, Europe)	80	2	sega32x	./roms/Kolibri (USA, Europe).zip
sega32x	NBA Jam : Tournament Edition (World)	80	2	sega32x	./roms/NBA Jam Tournament Edition (World).zip
segacd	Chuck Rock II : Son of Chuck (USA)	80	388	segacd	./roms/Chuck Rock II - Son of Chuck (USA).chd
segacd	Demolition Man (USA)	80	331	segacd	./roms/Demolition Man (USA).chd
segacd	Heimdall (USA)	80	193	segacd	./roms/Heimdall (USA).chd
segacd	The Lawnmower Man (USA)	80	306	segacd	./roms/Lawnmower Man, The (USA).chd
segacd	Prince of Persia (USA)	80	289	segacd	./roms/Prince of Persia (USA).chd
segacd	Rise of the Dragon (USA)	80	160	segacd	./roms/Rise of the Dragon (USA).chd
segacd	Road Rash (USA)	80	460	segacd	./roms/Road Rash (USA).chd
segacd	Shining Force CD (USA)	80	435	segacd	./roms/Shining Force CD (USA).chd
segacd	Snatcher (USA)	80	520	segacd	./roms/Snatcher (USA).chd
segacd	Sonic the Hedgehog CD (USA)	80	351	segacd	./roms/Sonic CD (USA).chd
segacd	Supreme Warrior (USA) (Disc 2)	80	462	segacd	./roms/Supreme Warrior (USA) (Disc 2).chd
segacd	Wonder Dog (USA)	80	517	segacd	./roms/Wonder Dog (USA).chd
sfc	Caravan Shooting Collection (Japan)	80	0	sfc	./roms/Caravan Shooting Collection (Japan).7z
sfc	Eien no Filena (Japan) (Translated En)	80	1	sfc	./roms/Eien no Filena (Japan) (Translated En).7z
sfc	Energy Breaker (Japan) (Translated En)	80	2	sfc	./roms/Energy Breaker (Japan) (Translated En).7z
sfc	Final Fantasy IV (Japan) (Translated En)	80	1	sfc	./roms/Final Fantasy IV (Japan) (Translated En).zip
sfc	Final Fantasy V (Japan) (Translated En)	80	2	sfc	./roms/Final Fantasy V (Japan) (Translated En).7z
sfc	Fire Emblem : Monshou no Nazo (Japan) (Translated En)	80	2	sfc	./roms/Fire Emblem - Monshou no Nazo (Japan) (Translated En).7z
sfc	Funaki Masakatsu Hybrid Wrestler : Tougi Denshou (Japan) (Translated En)	80	1	sfc	./roms/Funaki Masakatsu Hybrid Wrestler - Tougi Denshou (Japan) (Translated En).7z
sfc	Ganbare Goemon Kirakira Douchuu : Boku ga Dancer ni Natta Wake (Japan)	80	2	sfc	./roms/Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan).zip
sfc	Gegege no Kitarou : Fukkatsu! Tenma Daiou (Japan)	80	1	sfc	./roms/Gegege no Kitarou - Fukkatsu! Tenma Daiou (Japan).7z
sfc	Ghost Chaser Densei (Japan)	80	1	sfc	./roms/Ghost Chaser Densei (Japan).7z
sfc	Go Go Ackman (Japan) (Translated En)	80	1	sfc	./roms/Go Go Ackman (Japan) (Translated En).7z
sfc	Go Go Ackman 2 (Japan)	80	1	sfc	./roms/Go Go Ackman 2 (Japan).7z
sfc	The Great Battle IV (Japan)	80	1	sfc	./roms/Great Battle IV, The (Japan).7z
sfc	J.League '96 Dream Stadium (Japan)	80	1	sfc	./roms/J.League '96 Dream Stadium (Japan).7z
sfc	J.League Excite Stage '94 (Japan)	80	1	sfc	./roms/J.League Excite Stage '94 (Japan).zip
sfc	Dezaemon: Kaite Tsukutte Asoberu (Japan) (Translated En)	80	0	sfc	./roms/Kaite Tsukutte Asoberu Dezaemon (Japan) (Translated En).7z
sfc	Lodoss-tou Senki (Japan) (Translated En)	80	2	sfc	./roms/Lodoss-tou Senki (Japan) (Translated En).7z
sfc	Magical Pop'n (Japan) (Translated En)	80	1	sfc	./roms/Magical Pop'n (Japan) (Translated En).7z
sfc	Marvelous : Mouhitotsu no Takara-jima (Japan) (Translated En)	80	2	sfc	./roms/Marvelous - Mouhitotsu no Takarajima (Japan) (Translated En).7z
sfc	Nintama Rantarou Special (Japan)	80	0	sfc	./roms/Nintama Rantarou Special (Japan).7z
sfc	Mickey to Donald : Magical Adventure 3 (Japan) (Translated En)	80	1	sfc	./roms/Mickey to Donald - Magical Adventure 3 (Japan) (Translated En).7z
sfc	Okamoto Ayako to Match Play Golf : Ko Olina Golf Club in Hawaii (Japan) (Translated En)	80	0	sfc	./roms/Okamoto Ayako to Match Play Golf (Japan) (Translated En).zip
sfc	Panel de Pon (Japan) (Translated En)	80	1	sfc	./roms/Panel de Pon (Japan) (Translated En).zip
sfc	Puzzle Nintama Rantarou : Ninjutsu Gakuen Puzzle Taikai no Dan (Japan)	80	0	sfc	./roms/Puzzle Nintama Rantarou - Ninjutsu Gakuen Puzzle Taikai no Dan (Japan).7z
sfc	Shin Kidou Senki Gundam W : Endless Duel (Japan) (Translated En)	80	1	sfc	./roms/Shin Kidou Senki Gundam W - Endless Duel (Japan) (Translated En).7z
sfc	Super Famista 2 (Japan)	80	1	sfc	./roms/Super Famista 2 (Japan).7z
sfc	Super Famista 5 (Japan)	80	2	sfc	./roms/Super Famista 5 (Japan).7z
sfc	Super Gomoku Narabe : Renju (Japan)	80	0	sfc	./roms/Super Gomoku Narabe - Renju (Japan).7z
sfc	Takeda Nobuhiro no Super League Soccer (Japan)	80	0	sfc	./roms/Takeda Nobuhiro no Super League Soccer (Japan).7z
sfc	Treasure Hunter G (Japan) (Translated En)	80	2	sfc	./roms/Treasure Hunter G (Japan) (Translated En).7z
sfc	Undercover Cops (Japan)	80	1	sfc	./roms/Undercover Cops (Japan).7z
sfc	Wizardry VI : Kindan no Mahitsu (Japan) (Translated En)	80	2	sfc	./roms/Wizardry VI - Bane of the Cosmic Forge (Japan) (Translated En).7z
sfc	Wonder Project J : Kikai no Shounen Pino (Japan) (Translated En)	80	3	sfc	./roms/Wonder Project J - Kikai no Shounen Pino (Japan) (Translated En).7z
sfc	Yu Yu Hakusho : Tokubetsu Hen (Japan)	80	2	sfc	./roms/Yu Yu Hakusho - Tokubetsu Hen (Japan).zip
sfc	Zen-Nihon GT Senshuken (Japan)	80	1	sfc	./roms/Zen-Nihon GT Senshuken (Japan).7z
sfc	Actraiser (Japan) (Translated En)	80	1	sfc	./roms/ActRaiser (Japan) (Translated En).7z
sfc	Alcahest (Japan) (Translated En)	80	1	sfc	./roms/Alcahest (Japan) (Translated En).7z
sfc	Asameshimae Nyanko (Japan)	80	1	sfc	./roms/Asameshimae Nyanko (Japan).7z
sfc	Araiguma Rascal (Japan)	80	1	sfc	./roms/Araiguma Rascal (Japan).7z
sfc	Battle Cross (Japan)	80	0	sfc	./roms/Battle Cross (Japan).7z
sfc	Chaos Seed : Fuusui Kairouki (Japan) (Translated En)	80	2	sfc	./roms/Chaos Seed - Fuusui Kairouki (Japan) (Translated En).7z
sfc	Cu-On-Pa SFC (Japan) (Translated En)	80	0	sfc	./roms/Cu-On-Pa SFC (Japan) (Translated En).7z
sfc	Dark Half (Japan) (Translated En)	80	2	sfc	./roms/Dark Half (Japan) (Translated En).7z
sgb	International Track & Field (USA)	80	0	sgb	./roms/International Track & Field (USA).zip
sgb	Pocket Monsters : Midori (Japan) (Rev A)	80	0	sgb	./roms/Pocket Monsters - Midori (Japan) (Rev A).zip
sgb	Tetris DX (World)	80	0	sgb	./roms/Tetris DX (World).zip
sgb	Wario Land II (Japan)	80	1	sgb	./roms/Wario Land 2 (Japan).zip
sgb	Monkey Puncher (Europe)	80	1	sgb	./roms/Monkey Puncher (Europe).zip
sgb	Monopoly (Japan)	80	0	sgb	./roms/Monopoly (Japan).zip
sgb	Game & Watch Gallery 3 (USA, Europe)	80	0	sgb	./roms/Game & Watch Gallery 3 (USA, Europe).zip
sgb	Pac-Man : Special Color Edition (USA)	80	0	sgb	./roms/Pac-Man - Special Color Edition (USA).zip
snes	The Adventures of Mighty Max (USA)	80	1	snes	./roms/USA/Mighty Max (USA).zip
snes	Another World (Europe)	80	1	snes	./roms/Europe/Another World (Europe).zip
snes	Bram Stoker's Dracula (USA)	80	1	snes	./roms/USA/Bram Stoker's Dracula (USA).zip
snes	Dragon Ball Z : Hyper Dimension (France)	80	3	snes	./roms/USA/Dragon Ball Z - Hyper Dimension (France).zip
snes	Dragon Ball Z : La Légende Saien (France)	80	1	snes	./roms/USA/Dragon Ball Z - La Legende Saien (France).zip
snes	Joe & Mac : Caveman Ninja (Europe)	80	1	snes	./roms/Europe/Joe & Mac - Caveman Ninja (Europe).zip
snes	Lufia (Europe)	80	2	snes	./roms/Europe/Lufia (Europe).zip
snes	Mortal Kombat III (USA)	80	4	snes	./roms/USA/Mortal Kombat 3 (USA).zip
snes	Mystic Quest Legend (Europe)	80	0	snes	./roms/Europe/Mystic Quest Legend (Europe).zip
snes	NBA Live 95 (USA)	80	1	snes	./roms/USA/NBA Live 95 (USA).zip
snes	NBA Live 96 (USA)	80	1	snes	./roms/USA/NBA Live 96 (USA).zip
snes	Ninjawarriors : The New Generation (Europe)	80	1	snes	./roms/Europe/Ninja Warriors - The New Generation (Europe).zip
snes	Nintendo Scope 6 (Europe)	80	1	snes	./roms/Europe/Nintendo Scope 6 (Europe).zip
snes	Power Rangers (Europe)	80	1	snes	./roms/Europe/Power Rangers (Europe).zip
snes	Puzzle Bobble (Europe)	80	0	snes	./roms/Europe/Puzzle Bobble (Europe).zip
snes	Soccer Shootout (Europe)	80	1	snes	./roms/Europe/Soccer Shootout (Europe).zip
snes	Starwing (Europe)	80	1	snes	./roms/Europe/StarWing (Europe).zip
snes	Super B.C. Kid (Europe)	80	1	snes	./roms/Europe/Super B.C. Kid (Europe).zip
snes	Super Conflict (USA)	80	1	snes	./roms/USA/Super Conflict - The Mideast (USA).zip
snes	Super Mario All-Stars (USA)	80	1	snes	./roms/USA/Super Mario All-Stars (USA).zip
snes	Super Probotector : Alien Rebels (Europe)	80	1	snes	./roms/USA/Super Probotector - Alien Rebels (Europe).zip
snes	Super Turrican 2 (USA)	80	2	snes	./roms/USA/Super Turrican 2 (USA).zip
snes	Teenage Mutant Hero Turtles : Tournament Fighters (Europe)	80	2	snes	./roms/Europe/Teenage Mutant Hero Turtles - Tournament Fighters (Europe).zip
snes	Tetris Attack (USA)	80	1	snes	./roms/USA/Tetris Attack (USA).zip
snes	Tiny Toon Adventures : Buster Busts Loose! (USA)	80	1	snes	./roms/USA/Tiny Toon Adventures - Buster Busts Loose! (USA).zip
snes	Top Gear 2 (USA)	80	1	snes	./roms/USA/Top Gear 2 (USA).zip
snes	Top Gear 3000 (USA)	80	1	snes	./roms/USA/Top Gear 3000 (USA).zip
snes	Wario's Woods (USA)	80	1	snes	./roms/USA/Wario's Woods (USA).zip
snes	WeaponLord (USA)	80	2	snes	./roms/USA/WeaponLord (USA).zip
snes	Asameshimae Nyanko (Japan)	80	1	snes	./roms/Japan/Asameshimae Nyanko (Japan).zip
snes	Caravan Shooting Collection (Japan) (En)	80	0	snes	./roms/Japan/Caravan Shooting Collection (Japan) (En).zip
snes	Dark Half (Japan)	80	2	snes	./roms/Japan/Dark Half (Japan).zip
snes	Deae Tonosama : Appare Ichiban (Japan)	80	1	snes	./roms/Japan/Deae Tonosama - Appare Ichiban (Japan).zip
snes	Do-Re-Mi Fantasy : Milon no Dokidoki Daibouken (Japan) (Translated En)	80	2	snes	./roms/USA/DoReMi Fantasy - Milon no Dokidoki Daibouken (Japan) (Translated En).7z
snes	Final Fantasy IV (Japan)	80	1	snes	./roms/Japan/Final Fantasy IV (Japan).zip
snes	Final Fantasy V (Japan)	80	1	snes	./roms/Japan/Final Fantasy V (Japan).zip
snes	Fire Emblem : Monshou no Nazo (Japan)	80	2	snes	./roms/Japan/Fire Emblem - Monshou no Nazo (Japan).zip
snes	Fire Emblem : Thracia 776 (Japan) (Rev 1) (NP)	80	3	snes	./roms/Japan/Fire Emblem - Thracia 776 (Japan) (Rev 1) (NP).zip
snes	Funaki Masakatsu Hybrid Wrestler : Tougi Denshou (Japan)	80	1	snes	./roms/Japan/Funaki Masakatsu Hybrid Wrestler - Tougi Denshou (Japan).zip
snes	Ganbare Goemon 3 : Shishi Juurokubee no Karakuri Manjigatame (Japan)	80	2	snes	./roms/USA/Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan).7z
snes	Ganbare Goemon Kirakira Douchuu : Boku ga Dancer ni Natta Wake (Japan)	80	2	snes	./roms/Japan/Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan).zip
snes	Ghost Chaser Densei (Japan)	80	1	snes	./roms/Japan/Ghost Chaser Densei (Japan).zip
snes	Go Go Ackman (Japan) (Translated En)	80	1	snes	./roms/USA/Go Go Ackman (Japan) (Translated En).7z
snes	Go Go Ackman 2 (Japan)	80	1	snes	./roms/Japan/Go Go Ackman 2 (Japan).zip
snes	The Great Battle IV (Japan)	80	1	snes	./roms/Japan/Great Battle IV, The (Japan).zip
snes	J.League Excite Stage '94 (Japan)	80	1	snes	./roms/Japan/J.League Excite Stage '94 (Japan).zip
snes	Lodoss-tou Senki (Japan)	80	2	snes	./roms/Japan/Lodoss-tou Senki (Japan).zip
snes	Magical Pop'n (Japan) (Translated En)	80	1	snes	./roms/USA/Magical Pop'n (Japan) (Translated En).7z
snes	Mickey to Donald : Magical Adventure 3 (Japan) (Translated En)	80	1	snes	./roms/USA/Mickey to Donald - Magical Adventure 3 (Japan) (Translated En).7z
snes	Nintama Rantarou 3 (Japan)	80	1	snes	./roms/Japan/Nintama Rantarou 3 (Japan).zip
snes	Nintama Rantarou Special (Japan)	80	0	snes	./roms/Japan/Nintama Rantarou Special (Japan).zip
snes	Nosferatu (USA)	80	1	snes	./roms/USA/Nosferatu (USA).zip
snes	Panel de Pon (Japan)	80	1	snes	./roms/Japan/Panel de Pon (Japan).zip
snes	Puzzle Nintama Rantarou : Ninjutsu Gakuen Puzzle Taikai no Dan (Japan)	80	0	snes	./roms/Japan/Puzzle Nintama Rantarou - Ninjutsu Gakuen Puzzle Taikai no Dan (Japan).zip
snes	Ranma 1/2 : Ougi Jaanken (Japan)	80	1	snes	./roms/Japan/Ranma 1-2 - Ougi Jaanken (Japan).zip
snes	Return of Double Dragon (Japan) (En)	80	1	snes	./roms/Japan/Return of Double Dragon (Japan) (En).zip
snes	Rockman & Forte (Japan) (Translated En)	80	2	snes	./roms/USA/Rockman & Forte (Japan) (Translated En).7z
snes	Shin Kidou Senki Gundam W : Endless Duel (Japan)	80	1	snes	./roms/Japan/Shin Kidou Senki Gundam W - Endless Duel (Japan).zip
snes	Spark World (Japan)	80	0	snes	./roms/Japan/Spark World (Japan).zip
snes	Super Chinese Fighter (Japan)	80	1	snes	./roms/Japan/Super Chinese Fighter (Japan).zip
snes	Super F1 Circus 2 (Japan)	80	1	snes	./roms/Japan/Super F1 Circus 2 (Japan).zip
snes	Super Famista 2 (Japan)	80	1	snes	./roms/Japan/Super Famista 2 (Japan).zip
snes	Super Famista 5 (Japan)	80	2	snes	./roms/Japan/Super Famista 5 (Japan).zip
snes	Super Fire Pro Wrestling III : Final Bout (Japan)	80	1	snes	./roms/Japan/Super Fire Pro Wrestling III - Final Bout (Japan).zip
