what	file	became
renamed	gbc/Oddworld Adventures II (USA, Europe).gbc	gbc/Oddworld Adventures 2 (USA) (En,Fr,De,Es,It) (GB Compatible).gbc
renamed	gbc/Jeff Gordan XS Racing.gbc	gbc/Jeff Gordon XS Racing (USA) (GB Compatible).gbc
renamed	gbc/LEGO Stunt Rally.gbc	gbc/LEGO Stunt Rally (USA).gbc
renamed	gbc/Top Gear Pocket (USA).gbc	gbc/Top Gear Pocket (USA) (Rumble Version).gbc
renamed	gbc/Dragon Warrior Monsters (USA).gbc	gbc/Dragon Warrior Monsters (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Konami GB Collection Vol.2 (Europe).gbc	gbc/Konami GB Collection Vol.2 (Europe) (GB Compatible).gbc
renamed	gbc/Fix & Foxi - Episode 1 Lupo (Europe).gbc	gbc/Fix & Foxi - Episode 1 - Lupo (Europe) (En,Fr,De).gbc
renamed	gbc/Daffy Duck - Fowl Play (USA).gbc	gbc/Daffy Duck - Fowl Play (USA, Europe) (GB Compatible).gbc
renamed	gbc/Antz (USA).gbc	gbc/Antz (USA) (En,Fr,Es) (GB Compatible).gbc
renamed	gbc/Ready 2 Rumble Boxing (USA).gbc	gbc/Ready 2 Rumble Boxing (USA) (Rumble Version).gbc
renamed	gbc/Rayman (USA).gbc	gbc/Rayman (USA) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Dropzone (Europe).gbc	gbc/Dropzone (Europe) (GB Compatible).gbc
renamed	gbc/Wings of Fury (USA).gbc	gbc/Wings of Fury (USA) (GB Compatible).gbc
renamed	gbc/Aliens-Thanatos Encounter.gbc	gbc/Aliens - Thanatos Encounter (USA, Europe).gbc
renamed	gbc/Papyrus (Europe).gbc	gbc/Papyrus (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/NBA Hoopz.gbc	gbc/NBA Hoopz (USA).gbc
renamed	gbc/Denki Blocks! (Europe).gbc	gbc/Denki Blocks! (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Bomberman Max-Ain Special Edition.gbc	gbc/Bomberman Max - Ain Version (Japan).gbc
renamed	gbc/Flipper & Lopaka (Europe).gbc	gbc/Flipper & Lopaka (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).gbc
renamed	gbc/Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev B).gbc	gbc/Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev 2) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/SWIV (Europe).gbc	gbc/SWiV (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Turok 3 - Shadow of Oblivion (USA, Europe).gbc	gbc/Turok 3 - Shadow of Oblivion (USA, Europe) (En,Fr,De,Es).gbc
renamed	gbc/Power Rangers - Time Force (USA).gbc	gbc/Saban's Power Rangers - Time Force (USA, Europe).gbc
renamed	gbc/Harvest Moon 2 GBC (USA).gbc	gbc/Harvest Moon 2 GBC (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Tom Clancy's Rainbow Six (USA, Europe).gbc	gbc/Tom Clancy's Rainbow Six (USA, Europe) (En,Fr,De).gbc
renamed	gbc/Rainbow Islands (Europe).gbc	gbc/Rainbow Islands (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Player Manager 2001 (Europe).gbc	gbc/Player Manager 2001 (Europe) (En,Fr).gbc
renamed	gbc/Wario Land 3 (World).gbc	gbc/Wario Land 3 (World) (En,Ja).gbc
renamed	gbc/TOCA Touring Car Championship (USA).gbc	gbc/TOCA Touring Car Championship (USA, Europe).gbc
renamed	gbc/Inspector Gadget-Operation Madkactus.gbc	gbc/Inspector Gadget - Operation Madkactus (USA).gbc
renamed	gbc/Alice in Wonderland (USA).gbc	gbc/Alice in Wonderland (USA, Australia).gbc
renamed	gbc/Spacestation Silicon Valley (Europe).gbc	gbc/Spacestation Silicon Valley (Europe) (En,Fr,De,Es,It,Nl,Sv) (GB Compatible).gbc
renamed	gbc/Klustar (USA).gbc	gbc/Klustar (USA) (GB Compatible).gbc
renamed	gbc/Pokemon Trading Card Game (USA).gbc	gbc/Pokemon Trading Card Game (USA, Australia) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Rampage 2 - Universal Tour (USA).gbc	gbc/Rampage 2 - Universal Tour (USA, Europe).gbc
renamed	gbc/Merlin (Europe).gbc	gbc/Merlin (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Prince of Persia (USA, Europe).gbc	gbc/Prince of Persia (USA, Europe) (En,Fr,De,Es,It) (GB Compatible).gbc
renamed	gbc/Pocket Bomberman (USA, Europe).gbc	gbc/Pocket Bomberman (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Little Mermaid II, The - Pinball Frenzy (USA).gbc	gbc/Little Mermaid II, The - Pinball Frenzy (USA) (En,Fr,De,Es,It) (Rumble Version).gbc
renamed	gbc/F1 Racing Championship (Europe).gbc	gbc/F1 Racing Championship (Europe) (En,Fr,De,Es,It) (Beta).gbc
renamed	gbc/Maya the Bee - Garden Adventures (Europe).gbc	gbc/Maya the Bee - Garden Adventures (Europe) (En,Fr,De,Es).gbc
renamed	gbc/Rampage - World Tour (USA, Europe).gbc	gbc/Rampage - World Tour (USA, Europe) (GB Compatible).gbc
renamed	gbc/Shadowgate Classic (USA, Europe) (Rev A).gbc	gbc/Shadowgate Classic (Europe) (En,Fr,De,Es,Sv) (Rev 1) (GB Compatible).gbc
renamed	gbc/Moomin's Tale (Europe).gbc	gbc/Moomin's Tale (Europe) (En,Fr,De).gbc
renamed	gbc/Worms Armageddon (USA).gbc	gbc/Worms Armageddon (USA) (En,Fr,Es).gbc
renamed	gbc/Kirikou (Europe).gbc	gbc/Kirikou (Europe) (En,Fr,De,Es,It,Pt).gbc
renamed	gbc/Polaris SnoCross (USA).gbc	gbc/Polaris SnoCross (USA) (Rumble Version).gbc
renamed	gbc/Tiger Woods PGA Tour 2000 (USA, Europe).gbc	gbc/Tiger Woods PGA Tour 2000 (USA, Europe) (GB Compatible).gbc
renamed	gbc/Tom and Jerry - Mousehunt (USA).gbc	gbc/Tom and Jerry - Mouse Hunt (USA) (En,Fr,Es).gbc
renamed	gbc/Pokemon - Silver Version (USA, Europe).gbc	gbc/Pokemon - Silver Version (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Montezuma's Return! (USA).gbc	gbc/Montezuma's Return! (USA) (En,Es) (GB Compatible).gbc
renamed	gbc/Pokemon Pinball (USA).gbc	gbc/Pokemon Pinball (USA, Australia) (Rumble Version) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Cubix - Robots for Everyone - Race 'n Robots (USA).gbc	gbc/Cubix - Robots for Everyone - Race 'n Robots (USA) (En,Fr,De,Es,It).gbc
renamed	gbc/N.Y. Race (Europe).gbc	gbc/NYR - New York Race (Europe) (En,Fr,De,Es,It,Pt).gbc
renamed	gbc/Buzz Lightyear of Star Command.gbc	gbc/Buzz Lightyear of Star Command (USA, Europe).gbc
renamed	gbc/Dalmatians-Puppies to the Rescue.gbc	gbc/102 Dalmatians - Puppies to the Rescue (USA, Europe).gbc
renamed	gbc/Blaster Master Enemy Below.gbc	gbc/Blaster Master - Enemy Below (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Carl Lewis Athletics 2000.gbc	gbc/Carl Lewis Athletics 2000 (Europe) (En,Fr,De,Es,It,Nl) (Beta).gbc
renamed	gbc/1942 (USA).gbc	gbc/1942 (USA, Europe).gbc
renamed	gbc/Star Wars Episode I - Racer (USA, Europe).gbc	gbc/Star Wars Episode I - Racer (USA, Europe) (Rumble Version).gbc
renamed	gbc/WWF WrestleMania 2000 (USA, Europe).gbc	gbc/WWF WrestleMania 2000 (USA, Europe) (GB Compatible).gbc
renamed	gbc/Looney Tunes Collector - Alert! (USA).gbc	gbc/Looney Tunes Collector - Alert! (USA) (En,Fr,Es).gbc
renamed	gbc/Rugrats Movie, The (USA, Europe).gbc	gbc/Rugrats Movie, The (Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Army Men Air Combat.gbc	gbc/Army Men - Air Combat (USA, Europe) (En,Fr,De).gbc
renamed	gbc/ESPN International Track & Field.gbc	gbc/ESPN International Track & Field (USA).gbc
renamed	gbc/All-Star Baseball 2001.gbc	gbc/All-Star Baseball 2001 (USA).gbc
renamed	gbc/Cool Bricks (Europe).gbc	gbc/Cool Bricks (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Suzuki Alstare Extreme Racing (Europe).gbc	gbc/Suzuki Alstare Extreme Racing (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/NBA In The Zone.gbc	gbc/NBA in the Zone (USA) (Rev 1) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Metal Walker (USA).gbc	gbc/Metal Walker (USA) (GB Compatible).gbc
renamed	gbc/Babe and Friend.gbc	gbc/Babe and Friends (USA) (GB Compatible).gbc
renamed	gbc/Heroes of Might and Magic (USA).gbc	gbc/Heroes of Might and Magic (USA) (En,Fr,De).gbc
renamed	gbc/Adventures of the Smurfs, The (Europe).gbc	gbc/Adventures of the Smurfs, The (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Quest RPG - Brian's Journey (USA).gbc	gbc/Quest - Brian's Journey (USA) (GB Compatible).gbc
renamed	gbc/Tootuff (Europe).gbc	gbc/Tootuff (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/MTV Sports - Skateboarding featuring Andy MacDonald (USA).gbc	gbc/MTV Sports - Skateboarding Featuring Andy MacDonald (USA, Europe).gbc
renamed	gbc/New Adventures of Mary-Kate & Ashley, The (USA).gbc	gbc/New Adventures of Mary-Kate & Ashley, The (USA, Europe) (GB Compatible).gbc
renamed	gbc/Pac-Man - Special Color Edition (USA).gbc	gbc/Pac-Man - Special Color Edition (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Pokemon - Crystal Version (USA, Europe) (Rev A).gbc	gbc/Pokemon - Crystal Version (USA, Europe) (Rev 1).gbc
renamed	gbc/Heroes of Might and Magic II (USA).gbc	gbc/Heroes of Might and Magic II (USA) (En,Fr,De).gbc
renamed	gbc/Toy Story 2 (USA, Europe).gbc	gbc/Toy Story 2 (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Men in Black 2 - The Series (USA).gbc	gbc/Men in Black 2 - The Series (USA) (En,Fr,De).gbc
renamed	gbc/Lil' Monster.gbc	gbc/Lil' Monster (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Legend of the River King 2 (USA).gbc	gbc/Legend of the River King 2 (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Zebco Fishing! (USA).gbc	gbc/Zebco Fishing! (USA) (Rumble Version).gbc
renamed	gbc/Mary-Kate and Ashley - Crush Course (USA).gbc	gbc/Mary-Kate and Ashley - Crush Course (USA, Europe).gbc
renamed	gbc/Boarder Zone.gbc	gbc/Boarder Zone (USA).gbc
renamed	gbc/Rocket Power - Gettin' Air (USA).gbc	gbc/Rocket Power - Gettin' Air (USA, Europe).gbc
renamed	gbc/Lego Island 2-The Brickster's Revenge.gbc	gbc/LEGO Island 2 - The Brickster's Revenge (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).gbc
renamed	gbc/San Francisco Rush 2049 (USA).gbc	gbc/San Francisco Rush 2049 (USA, Europe).gbc
renamed	gbc/Moon Patrol & Spy Hunter.gbc	gbc/Midway Presents Arcade Hits - Moon Patrol & Spy Hunter (USA, Europe) (GB Compatible).gbc
renamed	gbc/Caterpillar Construction Zone.gbc	gbc/Caterpillar Construction Zone (USA, Europe) (GB Compatible).gbc
renamed	gbc/Dragon Warrior Monsters 2 - Cobi's Journey (USA).gbc	gbc/Dragon Warrior Monsters 2 - Cobi's Journey (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Ms. Pac-Man - Special Color Edition (USA).gbc	gbc/Ms. Pac-Man - Special Color Edition (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Lemmings & Oh No! More Lemmings.gbc	gbc/Lemmings & Oh No! More Lemmings (USA).gbc
renamed	gbc/Zidane Football Generation (Europe).gbc	gbc/Zidane - Football Generation (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Tazmanian Devil - Munching Madness (USA).gbc	gbc/Tasmanian Devil - Munching Madness (USA) (En,Fr,De,Es,It) (GB Compatible).gbc
renamed	gbc/Xena - Warrior Princess (USA, Europe).gbc	gbc/Xena - Warrior Princess (USA, Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Rox (USA, Europe).gbc	gbc/Rox (USA, Europe) (GB Compatible).gbc
renamed	gbc/Micro Machines 1&2-Twin Turbo.gbc	gbc/Micro Machines 1 and 2 - Twin Turbo (USA, Europe).gbc
renamed	gbc/Catz.gbc	gbc/Catz (USA).gbc
renamed	gbc/Turok - Rage Wars (USA, Europe).gbc	gbc/Turok - Rage Wars (USA, Europe) (En,Fr,De,Es).gbc
renamed	gbc/Tintin in Tibet (Europe).gbc	gbc/Tintin au Tibet (Europe) (En,Fr,De,Es,It,Nl,Sv).gbc
renamed	gbc/Antz Racing (USA).gbc	gbc/Antz Racing (USA) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Indiana Jones and the Infernal Machine.gbc	gbc/Indiana Jones and the Infernal Machine (USA, Europe) (En,Fr,De).gbc
renamed	gbc/New Addams Family Series, The (Europe).gbc	gbc/New Addams Family Series, The (Europe) (En,Fr,De,Es,It,Pt).gbc
renamed	gbc/LEGO Alpha Team.gbc	gbc/LEGO Alpha Team (USA).gbc
renamed	gbc/Test Drive Le Mans (USA).gbc	gbc/Test Drive Le Mans (USA) (En,Fr,Es).gbc
renamed	gbc/LEGO Racers.gbc	gbc/LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).gbc
renamed	gbc/Jeremy McGrath Supercross 2000.gbc	gbc/Jeremy McGrath Supercross 2000 (USA, Europe).gbc
renamed	gbc/Harry Potter And The Sorcerer's Stone.gbc	gbc/Harry Potter and the Sorcerer's Stone (USA, Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).gbc
renamed	gbc/Shrek - Fairy Tale Freakdown (USA, Europe).gbc	gbc/Shrek - Fairy Tale Freakdown (USA, Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Rayman 2 - The Great Escape (USA).gbc	gbc/Rayman 2 (USA) (En,Fr,De,Es,It).gbc
renamed	gbc/Bust-a-Move Millennium.gbc	gbc/Bust-A-Move Millennium (USA, Europe).gbc
renamed	gbc/Roswell Conspiracies - Aliens, Myths & Legends (USA).gbc	gbc/Roswell Conspiracies - Aliens, Myths & Legends (USA) (En,Fr,De).gbc
renamed	gbc/Wacky Races (USA).gbc	gbc/Wacky Races (USA) (En,Fr,Es).gbc
renamed	gbc/A Bug's Life.gbc	gbc/Bug's Life, A (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Robopon - Sun Version (USA).gbc	gbc/Robopon - Sun Version (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Conker's Pocket Tales (USA, Europe).gbc	gbc/Conker's Pocket Tales (USA, Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/RoboCop (Europe).gbc	gbc/RoboCop (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Power Quest (USA).gbc	gbc/Power Quest (USA) (En-US,En-GB,Fr,De,Es,It) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Puzzle Master (USA).gbc	gbc/Puzzle Master (USA) (GB Compatible).gbc
renamed	gbc/Hot Wheels Stunt Track Driver.gbc	gbc/Hot Wheels - Stunt Track Driver (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Perfect Dark (USA, Europe).gbc	gbc/Perfect Dark (USA, Europe) (En,Fr,De,Es,It) (Rumble Version).gbc
renamed	gbc/Total Soccer 2000 (Europe).gbc	gbc/David O'Leary's Total Soccer 2000 (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Speedy Gonzales - Aztec Adventure (USA, Europe).gbc	gbc/Speedy Gonzales - Aztec Adventure (USA, Europe) (GB Compatible).gbc
renamed	gbc/Donald Duck - Goin' Quackers (USA).gbc	gbc/Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It).gbc
renamed	gbc/Legend of the River King GB (USA).gbc	gbc/Legend of the River King GBC (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Survival Kids (USA).gbc	gbc/Survival Kids (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Pokemon - Gold Version (USA, Europe).gbc	gbc/Pokemon - Gold Version (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Three Lions.gbc	gbc/Three Lions (United Kingdom) (En,Fr,De,Es,It,Nl,Sv) (GB Compatible).gbc
renamed	gbc/Mortal Kombat 4 (USA, Europe).gbc	gbc/Mortal Kombat 4 (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/World Destruction League - Thunder Tanks (USA).gbc	gbc/WDL - World Destruction League - Thunder Tanks (USA) (En,Fr,De).gbc
renamed	gbc/Asterix - Search for Dogmatix.gbc	gbc/Asterix - Sur la Trace D'Idefix (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/720 Degrees (USA, Europe).gbc	gbc/720 Degrees (USA, Europe) (GB Compatible).gbc
renamed	gbc/Vigilante 8 (USA).gbc	gbc/Vigilante 8 (USA) (Rumble Version).gbc
renamed	gbc/Elmo's ABCs.gbc	gbc/Sesame Street - Elmo's ABCs (USA) (GB Compatible).gbc
renamed	gbc/Godzilla - The Series-Monster Wars.gbc	gbc/Godzilla - The Series - Monster Wars (USA) (En,Fr,De).gbc
renamed	gbc/The Emperor's New Groove.gbc	gbc/Emperor's New Groove, The (USA).gbc
renamed	gbc/Battle Tanx.gbc	gbc/BattleTanx (USA).gbc
renamed	gbc/Madden NFL 2000.gbc	gbc/Madden NFL 2000 (USA, Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Mary-Kate and Ashley - Pocket Planner (USA).gbc	gbc/Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible).gbc
renamed	gbc/NBA Showtime-NBA on NBC.gbc	gbc/NBA Show Time - NBA on NBC (USA).gbc
renamed	gbc/Revelations - The Demon Slayer (USA).gbc	gbc/Revelations - The Demon Slayer (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Spider-Man 2 - The Sinister Six (USA).gbc	gbc/Spider-Man 2 - The Sinister Six (USA, Europe).gbc
renamed	gbc/Tonic Trouble (Europe).gbc	gbc/Tonic Trouble (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Yars' Revenge (USA, Europe).gbc	gbc/Yars' Revenge (USA, Europe) (GB Compatible).gbc
renamed	gbc/Frogger (USA) (Rev B).gbc	gbc/Frogger (USA) (Rev 2) (GB Compatible).gbc
renamed	gbc/Lion King, The - Simba's Mighty Adventure (USA).gbc	gbc/Lion King, The - Simba's Mighty Adventure (USA, Europe).gbc
renamed	gbc/Maya the Bee & Her Friends (Europe).gbc	gbc/Maya the Bee & Her Friends (Europe) (En,Fr,De) (GB Compatible).gbc
renamed	gbc/R-Type DX (USA, Europe).gbc	gbc/R-Type DX (USA, Europe) (GB Compatible).gbc
renamed	gbc/Blue's Clues-Blue's Alphabet Book.gbc	gbc/Blue's Clues - Blue's Alphabet Book (USA).gbc
renamed	gbc/Bionic Commando-Elite Forces.gbc	gbc/Bionic Commando - Elite Forces (USA, Australia).gbc
renamed	gbc/Warriors of Might and Magic (USA).gbc	gbc/Warriors of Might and Magic (USA) (En,Fr,De).gbc
renamed	gbc/Austin Powers - Oh, Behave!.gbc	gbc/Austin Powers - Oh, Behave! (USA).gbc
renamed	gbc/Toy Story Racer (USA).gbc	gbc/Toy Story Racer (USA, Europe).gbc
renamed	gbc/Antz World Sportz (Europe).gbc	gbc/Antz World Sportz (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Moorhen 3 - The Chicken Chase! (Europe).gbc	gbc/Moorhuhn 3 - ...Es Gibt Huhn! (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Powerpuff Girls, The - Paint the Townsville Green (USA) (Rev B).gbc	gbc/Powerpuff Girls, The - Paint the Townsville Green (USA) (Rev 2).gbc
renamed	gbc/Stuart Little - The Journey Home.gbc	gbc/Stuart Little - The Journey Home (USA, Europe).gbc
renamed	gbc/Fort Boyard (Europe).gbc	gbc/Fort Boyard (Europe) (En,Fr,De,Es,It,Nl,Pt).gbc
renamed	gbc/TNN Outdoors Fishing Champ (USA).gbc	gbc/TNN Outdoors Fishing Champ (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Tetris DX (World).zip	gbc/Tetris DX (World) (SGB Enhanced) (GB Compatible).zip
renamed	gbc/Rats! (USA).gbc	gbc/Rats! (USA) (En,Es) (GB Compatible).gbc
renamed	gbc/Force 21 (USA).gbc	gbc/Force 21 (USA) (En,Fr,De).gbc
renamed	gbc/Tony Hawk's Pro Skater 2 (USA).gbc	gbc/Tony Hawk's Pro Skater 2 (USA, Europe).gbc
renamed	gbc/Tintin - Prisoners of the Sun (Europe).gbc	gbc/Tintin - Le Temple Du Soleil (Europe) (En,Fr,De).gbc
renamed	gbc/Wetrix GB (Europe).gbc	gbc/Wetrix (Europe) (En,Fr,De).gbc
renamed	gbc/Azure Dreams.gbc	gbc/Azure Dreams (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Mary-Kate & Ashley - Get a Clue! (USA, Europe).gbc	gbc/Mary-Kate & Ashley - Get a Clue! (USA, Europe) (GB Compatible).gbc
renamed	gbc/Pocket Music (Europe).gbc	gbc/Pocket Music (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Driver - You are the Wheelman (USA).gbc	gbc/Driver - You Are the Wheelman (USA) (En,Fr,De,Es,It).gbc
renamed	gbc/Top Gun - Fire Storm (USA, Europe).gbc	gbc/Top Gun - Fire Storm (USA, Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Drymouth.gbc	gbc/DryMouth (USA).gbc
renamed	gbc/Army Men 2.gbc	gbc/Army Men 2 (USA, Europe) (En,Fr,De).gbc
renamed	gbc/10-Pin Bowling.gbc	gbc/10-Pin Bowling (USA) (Rumble Version).gbc
renamed	gbc/Tiny Toon Adventures - Dizzy's Candy Quest (Europe).gbc	gbc/Tiny Toon Adventures - Dizzy's Candy Quest (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Soccer Manager (Europe).gbc	gbc/Soccer Manager (Europe) (En,Fr,De,Es).gbc
renamed	gbc/Ronaldo V-Soccer (USA).gbc	gbc/Ronaldo V-Soccer (USA) (En,Fr,Es,Pt) (GB Compatible).gbc
renamed	gbc/Puchi Carat (Europe).gbc	gbc/Puchi Carat (Europe) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Gex 3-Deep Pocket Gecko.gbc	gbc/Gex 3 - Deep Pocket Gecko (USA).gbc
renamed	gbc/Monopoly.gbc	gbc/Monopoly (USA) (GB Compatible).gbc
renamed	gbc/Quest for Camelot (USA).gbc	gbc/Quest for Camelot (USA, Australia) (En,Fr,Es) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Extreme Ghostbusters (Europe).gbc	gbc/Extreme Ghostbusters (Europe) (En,Fr,De,Es,It,Pt).gbc
renamed	gbc/Looney Tunes Racing (USA).gbc	gbc/Looney Tunes Racing (USA) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Dexter's Laboratory - Robot Rampage (USA).gbc	gbc/Dexter's Laboratory - Robot Rampage (USA, Europe).gbc
renamed	gbc/ESPN National Hockey Night.gbc	gbc/ESPN National Hockey Night (USA).gbc
renamed	gbc/Looney Tunes - Carrot Crazy (USA).gbc	gbc/Looney Tunes - Carrot Crazy (USA) (En,Fr,Es) (GB Compatible).gbc
renamed	gbc/WWF Attitude (USA).gbc	gbc/WWF Attitude (USA, Europe).gbc
renamed	gbc/Powerpuff Girls, The - Bad Mojo Jojo (USA) (Rev B).gbc	gbc/Powerpuff Girls, The - Bad Mojo Jojo (USA) (Rev 2).gbc
renamed	gbc/Prince Naseem Boxing (Europe).gbc	gbc/Prince Naseem Boxing (Europe) (En,Fr,De).gbc
renamed	gbc/Spirou Robbedoes - The Robot Invasion (Europe).gbc	gbc/Spirou - The Robot Invasion (Europe) (En,Fr,De,Es,It,Nl,Da).gbc
renamed	gbc/Shaun Palmer's Pro Snowboarder (USA).gbc	gbc/Shaun Palmer's Pro Snowboarder (USA, Australia).gbc
renamed	gbc/Alone in the Dark - The New Nightmare (USA).gbc	gbc/Alone in the Dark - The New Nightmare (USA) (En,Fr,Es).gbc
renamed	gbc/Game & Watch Gallery 3 (USA, Europe).zip	gbc/Game & Watch Gallery 3 (USA, Europe) (SGB Enhanced) (GB Compatible).zip
renamed	gbc/Gex - Enter the Gecko.gbc	gbc/Gex - Enter the Gecko (USA, Europe) (GB Compatible).gbc
renamed	gbc/Alfred's Adventure (Europe).gbc	gbc/Alfred's Adventure (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Bugs Bunny-Crazy Castle 3.gbc	gbc/Bugs Bunny - Crazy Castle 3 (USA, Europe) (GB Compatible).gbc
renamed	gbc/Power Rangers - Lightspeed Rescue (USA, Europe).gbc	gbc/Saban's Power Rangers - Lightspeed Rescue (USA, Europe).gbc
renamed	gbc/Pro Pool (USA).gbc	gbc/Pro Pool (USA) (En,Fr,De) (Beta).gbc
renamed	gbc/Chicken Run.gbc	gbc/Chicken Run (USA, Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Tomb Raider (USA, Europe).gbc	gbc/Tomb Raider (USA, Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Dragon Warrior Monsters 2 - Tara's Adventure (USA).gbc	gbc/Dragon Warrior Monsters 2 - Tara's Adventure (USA) (SGB Enhanced) (GB Compatible).gbc
renamed	gbc/Supercross Freestyle (Europe).gbc	gbc/Supercross Freestyle (Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Hoyle Card Games.gbc	gbc/Hoyle Card Games (USA).gbc
renamed	gbc/Mr Nutz (USA).gbc	gbc/Mr. Nutz (USA) (En,Fr,Es).gbc
renamed	gbc/Looney Tunes (USA).gbc	gbc/Looney Tunes (USA) (GB Compatible).gbc
renamed	gbc/Blades of Steel.gbc	gbc/NHL Blades of Steel (USA).gbc
renamed	gbc/New Batman Adventures, The - Chaos in Gotham (USA).gbc	gbc/Batman - Chaos in Gotham (USA).gbc
renamed	gbc/Pocket Pool 3D.gbc	gbc/3D Pocket Pool (Europe) (En,Fr,De,Es,It,Nl).gbc
renamed	gbc/Donkey Kong Country.gbc	gbc/Donkey Kong Country (USA, Europe) (En,Fr,De,Es,It).gbc
renamed	gbc/Lucky Luke (USA).gbc	gbc/Lucky Luke (USA) (En,Fr,De,Es).gbc
renamed	gbc/Super Breakout! (USA).gbc	gbc/Super Breakout (USA) (GB Compatible).gbc
renamed	gbc/Atlantis - The Lost Empire.gbc	gbc/Atlantis - The Lost Empire (USA, Europe).gbc
renamed	gbc/Championship Motocross 2001 with Ricky Carmichael.gbc	gbc/Championship Motocross 2001 featuring Ricky Carmichael (USA, Europe).gbc
renamed	gbc/The Jungle Book-Mowgli's Wild Adventure.gbc	gbc/Jungle Book, The - Mowgli's Wild Adventure (USA) (En,Fr,De,Es,It).gbc
renamed	gbc/Ghosts 'N Goblins.gbc	gbc/Ghosts'n Goblins (USA, Europe) (GB Compatible).gbc
